,frame,x,y,r,namefr,sample_rate
1006,1007,272,570,158,framenr_1007_framevid_example8,50.0
1007,1008,264,576,151,framenr_1008_framevid_example8,50.0
1008,1009,262,572,142,framenr_1009_framevid_example8,50.0
1009,1010,262,350,161,framenr_1010_framevid_example8,50.0
1010,1011,288,540,84,framenr_1011_framevid_example8,50.0
1011,1012,262,346,154,framenr_1012_framevid_example8,50.0
1012,1013,262,348,157,framenr_1013_framevid_example8,50.0
1013,1014,286,552,177,framenr_1014_framevid_example8,50.0
1014,1015,264,364,147,framenr_1015_framevid_example8,50.0
1015,1016,262,352,161,framenr_1016_framevid_example8,50.0
1016,1017,262,352,163,framenr_1017_framevid_example8,50.0
1017,1018,272,312,106,framenr_1018_framevid_example8,50.0
1018,1019,280,392,176,framenr_1019_framevid_example8,50.0
1019,1020,266,348,159,framenr_1020_framevid_example8,50.0
1020,1021,280,314,114,framenr_1021_framevid_example8,50.0
1021,1022,722,382,214,framenr_1022_framevid_example8,50.0
1022,1023,314,290,95,framenr_1023_framevid_example8,50.0
1023,1024,316,302,108,framenr_1024_framevid_example8,50.0
1024,1025,326,312,120,framenr_1025_framevid_example8,50.0
1025,1026,338,304,113,framenr_1026_framevid_example8,50.0
1026,1027,356,300,106,framenr_1027_framevid_example8,50.0
1027,1028,330,338,146,framenr_1028_framevid_example8,50.0
1028,1029,384,300,106,framenr_1029_framevid_example8,50.0
1029,1030,392,304,113,framenr_1030_framevid_example8,50.0
1030,1031,386,342,157,framenr_1031_framevid_example8,50.0
1031,1032,424,302,113,framenr_1032_framevid_example8,50.0
1032,1033,418,328,149,framenr_1033_framevid_example8,50.0
1033,1034,444,548,147,framenr_1034_framevid_example8,50.0
1034,1035,486,276,88,framenr_1035_framevid_example8,50.0
1035,1036,634,686,171,framenr_1036_framevid_example8,50.0
1036,1037,466,568,118,framenr_1037_framevid_example8,50.0
1037,1038,612,666,217,framenr_1038_framevid_example8,50.0
1038,1039,610,652,234,framenr_1039_framevid_example8,50.0
1039,1040,630,660,219,framenr_1040_framevid_example8,50.0
1040,1041,628,648,234,framenr_1041_framevid_example8,50.0
1041,1042,508,556,120,framenr_1042_framevid_example8,50.0
1042,1043,640,646,235,framenr_1043_framevid_example8,50.0
1043,1044,644,644,237,framenr_1044_framevid_example8,50.0
1044,1045,542,538,143,framenr_1045_framevid_example8,50.0
1045,1046,530,560,129,framenr_1046_framevid_example8,50.0
1046,1047,562,532,153,framenr_1047_framevid_example8,50.0
1047,1048,594,500,198,framenr_1048_framevid_example8,50.0
1048,1049,600,502,201,framenr_1049_framevid_example8,50.0
1049,1050,576,552,168,framenr_1050_framevid_example8,50.0
1050,1051,598,542,190,framenr_1051_framevid_example8,50.0
1051,1052,640,476,245,framenr_1052_framevid_example8,50.0
1052,1053,624,524,204,framenr_1053_framevid_example8,50.0
1053,1054,574,578,144,framenr_1054_framevid_example8,50.0
1054,1055,576,582,139,framenr_1055_framevid_example8,50.0
1055,1056,626,540,199,framenr_1056_framevid_example8,50.0
1056,1057,760,672,146,framenr_1057_framevid_example8,50.0
1057,1058,932,646,127,framenr_1058_framevid_example8,50.0
1058,1059,976,324,181,framenr_1059_framevid_example8,50.0
1059,1060,984,340,195,framenr_1060_framevid_example8,50.0
1060,1061,744,664,162,framenr_1061_framevid_example8,50.0
1061,1062,930,638,135,framenr_1062_framevid_example8,50.0
1062,1063,746,654,170,framenr_1063_framevid_example8,50.0
1063,1064,624,560,134,framenr_1064_framevid_example8,50.0
1064,1065,728,766,89,framenr_1065_framevid_example8,50.0
1065,1066,716,506,130,framenr_1066_framevid_example8,50.0
1066,1067,716,518,121,framenr_1067_framevid_example8,50.0
1067,1068,752,656,171,framenr_1068_framevid_example8,50.0
1068,1069,640,570,129,framenr_1069_framevid_example8,50.0
1069,1070,712,528,102,framenr_1070_framevid_example8,50.0
1070,1071,198,280,149,framenr_1071_framevid_example8,50.0
1071,1072,844,824,189,framenr_1072_framevid_example8,50.0
1072,1073,892,824,241,framenr_1073_framevid_example8,50.0
1073,1074,890,822,238,framenr_1074_framevid_example8,50.0
1074,1075,642,560,127,framenr_1075_framevid_example8,50.0
1075,1076,882,826,228,framenr_1076_framevid_example8,50.0
1076,1077,700,474,118,framenr_1077_framevid_example8,50.0
1077,1078,660,540,151,framenr_1078_framevid_example8,50.0
1078,1079,658,528,160,framenr_1079_framevid_example8,50.0
1079,1080,890,830,226,framenr_1080_framevid_example8,50.0
1080,1081,842,774,169,framenr_1081_framevid_example8,50.0
1081,1082,650,524,161,framenr_1082_framevid_example8,50.0
1082,1083,658,522,171,framenr_1083_framevid_example8,50.0
1083,1084,638,532,153,framenr_1084_framevid_example8,50.0
1084,1085,678,522,195,framenr_1085_framevid_example8,50.0
1085,1086,638,532,156,framenr_1086_framevid_example8,50.0
1086,1087,638,530,159,framenr_1087_framevid_example8,50.0
1087,1088,634,528,159,framenr_1088_framevid_example8,50.0
1088,1089,636,526,168,framenr_1089_framevid_example8,50.0
1089,1090,636,486,156,framenr_1090_framevid_example8,50.0
1090,1091,628,530,175,framenr_1091_framevid_example8,50.0
1091,1092,640,514,181,framenr_1092_framevid_example8,50.0
1092,1093,632,526,168,framenr_1093_framevid_example8,50.0
1093,1094,616,540,160,framenr_1094_framevid_example8,50.0
1094,1095,628,524,180,framenr_1095_framevid_example8,50.0
1095,1096,628,524,181,framenr_1096_framevid_example8,50.0
1096,1097,642,514,185,framenr_1097_framevid_example8,50.0
1097,1098,630,528,168,framenr_1098_framevid_example8,50.0
1098,1099,628,528,167,framenr_1099_framevid_example8,50.0
1099,1100,632,530,184,framenr_1100_framevid_example8,50.0
1100,1101,628,530,182,framenr_1101_framevid_example8,50.0
1101,1102,632,520,179,framenr_1102_framevid_example8,50.0
1102,1103,634,518,180,framenr_1103_framevid_example8,50.0
1103,1104,622,528,180,framenr_1104_framevid_example8,50.0
1104,1105,608,544,160,framenr_1105_framevid_example8,50.0
1105,1106,624,530,181,framenr_1106_framevid_example8,50.0
1106,1107,616,530,162,framenr_1107_framevid_example8,50.0
1107,1108,624,524,171,framenr_1108_framevid_example8,50.0
1108,1109,624,520,173,framenr_1109_framevid_example8,50.0
1109,1110,630,514,182,framenr_1110_framevid_example8,50.0
1110,1111,626,494,164,framenr_1111_framevid_example8,50.0
1111,1112,610,532,156,framenr_1112_framevid_example8,50.0
1112,1113,626,514,181,framenr_1113_framevid_example8,50.0
1113,1114,630,516,182,framenr_1114_framevid_example8,50.0
1114,1115,620,514,179,framenr_1115_framevid_example8,50.0
1115,1116,606,522,177,framenr_1116_framevid_example8,50.0
1116,1117,612,522,184,framenr_1117_framevid_example8,50.0
1117,1118,600,524,174,framenr_1118_framevid_example8,50.0
1118,1119,628,516,190,framenr_1119_framevid_example8,50.0
1119,1120,592,528,156,framenr_1120_framevid_example8,50.0
1120,1121,600,518,170,framenr_1121_framevid_example8,50.0
1121,1122,588,526,155,framenr_1122_framevid_example8,50.0
1122,1123,586,524,172,framenr_1123_framevid_example8,50.0
1123,1124,598,512,173,framenr_1124_framevid_example8,50.0
1124,1125,590,516,165,framenr_1125_framevid_example8,50.0
1125,1126,624,482,210,framenr_1126_framevid_example8,50.0
1126,1127,594,508,171,framenr_1127_framevid_example8,50.0
1127,1128,588,516,161,framenr_1128_framevid_example8,50.0
1128,1129,586,514,160,framenr_1129_framevid_example8,50.0
1129,1130,596,508,172,framenr_1130_framevid_example8,50.0
1130,1131,590,508,167,framenr_1131_framevid_example8,50.0
1131,1132,594,510,168,framenr_1132_framevid_example8,50.0
1132,1133,592,512,181,framenr_1133_framevid_example8,50.0
1133,1134,596,510,170,framenr_1134_framevid_example8,50.0
1134,1135,592,508,168,framenr_1135_framevid_example8,50.0
1135,1136,594,510,169,framenr_1136_framevid_example8,50.0
1136,1137,578,516,168,framenr_1137_framevid_example8,50.0
1137,1138,598,510,173,framenr_1138_framevid_example8,50.0
1138,1139,622,490,204,framenr_1139_framevid_example8,50.0
1139,1140,570,518,162,framenr_1140_framevid_example8,50.0
1140,1141,572,518,165,framenr_1141_framevid_example8,50.0
1141,1142,568,518,163,framenr_1142_framevid_example8,50.0
1142,1143,570,518,164,framenr_1143_framevid_example8,50.0
1143,1144,572,518,165,framenr_1144_framevid_example8,50.0
1144,1145,570,516,164,framenr_1145_framevid_example8,50.0
1145,1146,572,518,166,framenr_1146_framevid_example8,50.0
1146,1147,606,488,211,framenr_1147_framevid_example8,50.0
1147,1148,574,514,155,framenr_1148_framevid_example8,50.0
1148,1149,568,520,148,framenr_1149_framevid_example8,50.0
1149,1150,562,522,142,framenr_1150_framevid_example8,50.0
1150,1151,568,514,165,framenr_1151_framevid_example8,50.0
1151,1152,568,500,159,framenr_1152_framevid_example8,50.0
1152,1153,560,518,155,framenr_1153_framevid_example8,50.0
1153,1154,570,510,152,framenr_1154_framevid_example8,50.0
1154,1155,562,512,161,framenr_1155_framevid_example8,50.0
1155,1156,570,506,154,framenr_1156_framevid_example8,50.0
1156,1157,558,512,162,framenr_1157_framevid_example8,50.0
1157,1158,558,512,161,framenr_1158_framevid_example8,50.0
1158,1159,554,514,156,framenr_1159_framevid_example8,50.0
1159,1160,546,522,148,framenr_1160_framevid_example8,50.0
1160,1161,546,520,152,framenr_1161_framevid_example8,50.0
1161,1162,562,508,172,framenr_1162_framevid_example8,50.0
1162,1163,572,508,186,framenr_1163_framevid_example8,50.0
1163,1164,558,516,159,framenr_1164_framevid_example8,50.0
1164,1165,552,518,173,framenr_1165_framevid_example8,50.0
1165,1166,552,522,162,framenr_1166_framevid_example8,50.0
1166,1167,550,524,168,framenr_1167_framevid_example8,50.0
1167,1168,540,530,168,framenr_1168_framevid_example8,50.0
1168,1169,522,548,168,framenr_1169_framevid_example8,50.0
1169,1170,518,540,165,framenr_1170_framevid_example8,50.0
1170,1171,518,536,178,framenr_1171_framevid_example8,50.0
1171,1172,504,546,166,framenr_1172_framevid_example8,50.0
1172,1173,510,528,184,framenr_1173_framevid_example8,50.0
1173,1174,474,554,157,framenr_1174_framevid_example8,50.0
1174,1175,480,536,164,framenr_1175_framevid_example8,50.0
1175,1176,474,536,161,framenr_1176_framevid_example8,50.0
1176,1177,454,548,156,framenr_1177_framevid_example8,50.0
1177,1178,452,540,165,framenr_1178_framevid_example8,50.0
1178,1179,450,538,171,framenr_1179_framevid_example8,50.0
1179,1180,434,544,159,framenr_1180_framevid_example8,50.0
1180,1181,454,536,162,framenr_1181_framevid_example8,50.0
1181,1182,460,526,171,framenr_1182_framevid_example8,50.0
1182,1183,466,498,189,framenr_1183_framevid_example8,50.0
1183,1184,448,486,185,framenr_1184_framevid_example8,50.0
1184,1185,426,494,164,framenr_1185_framevid_example8,50.0
1185,1186,414,482,171,framenr_1186_framevid_example8,50.0
1186,1187,412,466,171,framenr_1187_framevid_example8,50.0
1187,1188,408,468,171,framenr_1188_framevid_example8,50.0
1188,1189,402,446,167,framenr_1189_framevid_example8,50.0
1189,1190,394,416,170,framenr_1190_framevid_example8,50.0
1190,1191,382,402,167,framenr_1191_framevid_example8,50.0
1191,1192,390,402,170,framenr_1192_framevid_example8,50.0
1192,1193,430,386,196,framenr_1193_framevid_example8,50.0
1193,1194,414,412,185,framenr_1194_framevid_example8,50.0
1194,1195,392,412,172,framenr_1195_framevid_example8,50.0
