"X.1","Label","X","Y","Perim.","name","radius_man"
15,"Batch6:framenr_25_framevid_June12_02.jpeg",70.5,57.5,15.708,"framenr_25_framevid_June12_02",3
16,"Batch6:framenr_25_framevid_June12_03.jpeg",70.5,57.5,15.708,"framenr_25_framevid_June12_03",3
17,"Batch6:framenr_25_framevid_June16_02.jpeg",995,652,1086.991,"framenr_25_framevid_June16_02",173
18,"Batch6:framenr_25_framevid_June16_07.jpeg",1088,506,1319.469,"framenr_25_framevid_June16_07",210
19,"Batch6:framenr_25_framevid_June16_20.jpeg",982,543,1124.69,"framenr_25_framevid_June16_20",179
20,"Batch6:framenr_26_framevid_June09_01.jpeg",1096.5,434.5,1234.646,"framenr_26_framevid_June09_01",197
21,"Batch6:framenr_26_framevid_June09_02.jpeg",671.5,573.5,1636.77,"framenr_26_framevid_June09_02",261
22,"Batch6:framenr_26_framevid_June09_03.jpeg",966,671,1262.92,"framenr_26_framevid_June09_03",201
23,"Batch6:framenr_26_framevid_June12_01.jpeg",1100,590,923.628,"framenr_26_framevid_June12_01",147
24,"Batch6:framenr_26_framevid_June12_02.jpeg",49.5,46.5,59.69,"framenr_26_framevid_June12_02",9
25,"Batch6:framenr_26_framevid_June12_03.jpeg",49.5,46.5,59.69,"framenr_26_framevid_June12_03",9
26,"Batch6:framenr_26_framevid_June16_02.jpeg",979,651,1055.575,"framenr_26_framevid_June16_02",168
27,"Batch6:framenr_26_framevid_June16_07.jpeg",1084,509,1313.186,"framenr_26_framevid_June16_07",209
28,"Batch6:framenr_26_framevid_June16_20.jpeg",979,542,1074.425,"framenr_26_framevid_June16_20",171
29,"Batch6:framenr_27_framevid_June09_01.jpeg",1100.5,443.5,1178.097,"framenr_27_framevid_June09_01",187
30,"Batch6:framenr_27_framevid_June09_02.jpeg",663,575,1583.363,"framenr_27_framevid_June09_02",252
31,"Batch6:framenr_27_framevid_June09_03.jpeg",987.5,678.5,1234.646,"framenr_27_framevid_June09_03",197
32,"Batch6:framenr_27_framevid_June12_01.jpeg",1097.5,595.5,882.788,"framenr_27_framevid_June12_01",141
33,"Batch6:framenr_27_framevid_June12_02.jpeg",125,67,12.566,"framenr_27_framevid_June12_02",2
34,"Batch6:framenr_27_framevid_June12_03.jpeg",125,67,12.566,"framenr_27_framevid_June12_03",2
35,"Batch6:framenr_27_framevid_June16_02.jpeg",989,655,1061.858,"framenr_27_framevid_June16_02",169
36,"Batch6:framenr_27_framevid_June16_07.jpeg",1078,521,1306.903,"framenr_27_framevid_June16_07",208
37,"Batch6:framenr_27_framevid_June16_20.jpeg",980.5,547.5,1052.434,"framenr_27_framevid_June16_20",168
38,"Batch6:framenr_28_framevid_June09_01.jpeg",1076,435,1275.487,"framenr_28_framevid_June09_01",203
39,"Batch6:framenr_28_framevid_June09_02.jpeg",658.5,579.5,1529.956,"framenr_28_framevid_June09_02",244
40,"Batch6:framenr_28_framevid_June09_03.jpeg",993.5,680.5,1234.646,"framenr_28_framevid_June09_03",197
41,"Batch6:framenr_28_framevid_June12_01.jpeg",1102.5,596.5,914.203,"framenr_28_framevid_June12_01",145
42,"Batch6:framenr_28_framevid_June12_02.jpeg",96.5,52.5,40.841,"framenr_28_framevid_June12_02",7
43,"Batch6:framenr_28_framevid_June12_03.jpeg",96.5,52.5,40.841,"framenr_28_framevid_June12_03",7
44,"Batch6:framenr_28_framevid_June16_02.jpeg",997,681,1049.292,"framenr_28_framevid_June16_02",167
45,"Batch6:framenr_28_framevid_June16_07.jpeg",1083.5,526.5,1366.593,"framenr_28_framevid_June16_07",218
46,"Batch6:framenr_28_framevid_June16_20.jpeg",983.5,536.5,1077.566,"framenr_28_framevid_June16_20",171
47,"Batch6:framenr_29_framevid_June09_01.jpeg",1063.5,444.5,1322.611,"framenr_29_framevid_June09_01",211
48,"Batch6:framenr_29_framevid_June09_02.jpeg",678.5,561.5,1624.203,"framenr_29_framevid_June09_02",258
49,"Batch6:framenr_29_framevid_June09_03.jpeg",991,675,1218.938,"framenr_29_framevid_June09_03",194
50,"Batch6:framenr_29_framevid_June12_01.jpeg",1118.5,586.5,983.319,"framenr_29_framevid_June12_01",157
1,"Batch7:framenr_29_framevid_June12_02.jpeg",56.5,40.5,40.841,"framenr_29_framevid_June12_02",7
2,"Batch7:framenr_29_framevid_June12_03.jpeg",56.5,40.5,40.841,"framenr_29_framevid_June12_03",7
3,"Batch7:framenr_29_framevid_June16_02.jpeg",1006,694,1055.575,"framenr_29_framevid_June16_02",168
4,"Batch7:framenr_29_framevid_June16_07.jpeg",1072.5,532.5,1303.761,"framenr_29_framevid_June16_07",208
5,"Batch7:framenr_29_framevid_June16_20.jpeg",977.5,533.5,1077.566,"framenr_29_framevid_June16_20",171
6,"Batch7:framenr_30_framevid_June09_01.jpeg",1067,459,1313.186,"framenr_30_framevid_June09_01",209
7,"Batch7:framenr_30_framevid_June09_02.jpeg",671.5,554.5,1586.504,"framenr_30_framevid_June09_02",252
8,"Batch7:framenr_30_framevid_June09_03.jpeg",1003.5,684.5,1222.08,"framenr_30_framevid_June09_03",195
9,"Batch7:framenr_30_framevid_June12_01.jpeg",1117.5,590.5,914.203,"framenr_30_framevid_June12_01",145
10,"Batch7:framenr_30_framevid_June12_02.jpeg",108.5,57.5,47.124,"framenr_30_framevid_June12_02",8
11,"Batch7:framenr_30_framevid_June12_03.jpeg",108.5,57.5,47.124,"framenr_30_framevid_June12_03",8
12,"Batch7:framenr_30_framevid_June16_02.jpeg",1009.5,727.5,1014.734,"framenr_30_framevid_June16_02",161
13,"Batch7:framenr_30_framevid_June16_07.jpeg",1067,540,1294.336,"framenr_30_framevid_June16_07",206
14,"Batch7:framenr_30_framevid_June16_20.jpeg",984.5,542.5,1077.566,"framenr_30_framevid_June16_20",171
15,"Batch7:framenr_31_framevid_June09_01.jpeg",1068.5,468.5,1297.478,"framenr_31_framevid_June09_01",207
16,"Batch7:framenr_31_framevid_June09_02.jpeg",666.5,550.5,1555.088,"framenr_31_framevid_June09_02",247
17,"Batch7:framenr_31_framevid_June09_03.jpeg",1015.5,678.5,1196.947,"framenr_31_framevid_June09_03",191
18,"Batch7:framenr_31_framevid_June12_01.jpeg",1121.5,593.5,958.186,"framenr_31_framevid_June12_01",153
19,"Batch7:framenr_31_framevid_June12_02.jpeg",102,39,25.133,"framenr_31_framevid_June12_02",4
20,"Batch7:framenr_31_framevid_June12_03.jpeg",102,39,25.133,"framenr_31_framevid_June12_03",4
21,"Batch7:framenr_31_framevid_June16_02.jpeg",1015,726,1030.442,"framenr_31_framevid_June16_02",164
22,"Batch7:framenr_31_framevid_June16_07.jpeg",1064,549,1262.92,"framenr_31_framevid_June16_07",201
23,"Batch7:framenr_31_framevid_June16_20.jpeg",976.5,542.5,1065,"framenr_31_framevid_June16_20",170
24,"Batch7:framenr_32_framevid_June09_01.jpeg",1082,495,1231.504,"framenr_32_framevid_June09_01",196
25,"Batch7:framenr_32_framevid_June09_02.jpeg",690.5,534.5,1668.186,"framenr_32_framevid_June09_02",266
26,"Batch7:framenr_32_framevid_June09_03.jpeg",1023,681,1181.239,"framenr_32_framevid_June09_03",188
27,"Batch7:framenr_32_framevid_June12_01.jpeg",1114.5,599.5,889.071,"framenr_32_framevid_June12_01",142
28,"Batch7:framenr_32_framevid_June12_02.jpeg",125,41,31.416,"framenr_32_framevid_June12_02",5
29,"Batch7:framenr_32_framevid_June12_03.jpeg",125,41,31.416,"framenr_32_framevid_June12_03",5
30,"Batch7:framenr_32_framevid_June16_02.jpeg",998.5,738.5,901.637,"framenr_32_framevid_June16_02",143
31,"Batch7:framenr_32_framevid_June16_07.jpeg",1071.5,546.5,1272.345,"framenr_32_framevid_June16_07",202
32,"Batch7:framenr_32_framevid_June16_20.jpeg",974.5,544.5,1039.867,"framenr_32_framevid_June16_20",165
33,"Batch7:framenr_33_framevid_June09_01.jpeg",1057.5,500.5,1316.327,"framenr_33_framevid_June09_01",209
34,"Batch7:framenr_33_framevid_June09_02.jpeg",683.5,544.5,1592.787,"framenr_33_framevid_June09_02",253
35,"Batch7:framenr_33_framevid_June09_03.jpeg",1023.5,681.5,1140.398,"framenr_33_framevid_June09_03",181
36,"Batch7:framenr_33_framevid_June12_01.jpeg",1110.5,603.5,876.504,"framenr_33_framevid_June12_01",139
37,"Batch7:framenr_33_framevid_June12_02.jpeg",165.5,53.5,72.257,"framenr_33_framevid_June12_02",12
38,"Batch7:framenr_33_framevid_June12_03.jpeg",165.5,53.5,72.257,"framenr_33_framevid_June12_03",12
39,"Batch7:framenr_33_framevid_June16_02.jpeg",1009.5,743.5,920.487,"framenr_33_framevid_June16_02",147
40,"Batch7:framenr_33_framevid_June16_07.jpeg",1074.5,552.5,1272.345,"framenr_33_framevid_June16_07",202
41,"Batch7:framenr_33_framevid_June16_20.jpeg",981,546,1055.575,"framenr_33_framevid_June16_20",168
42,"Batch7:framenr_34_framevid_June09_01.jpeg",1061,525,1193.805,"framenr_34_framevid_June09_01",190
43,"Batch7:framenr_34_framevid_June09_02.jpeg",679,552,1570.796,"framenr_34_framevid_June09_02",250
44,"Batch7:framenr_34_framevid_June09_03.jpeg",1042.5,668.5,1159.248,"framenr_34_framevid_June09_03",185
45,"Batch7:framenr_34_framevid_June12_01.jpeg",1136,601,929.911,"framenr_34_framevid_June12_01",148
46,"Batch7:framenr_34_framevid_June12_02.jpeg",99.5,40.5,28.274,"framenr_34_framevid_June12_02",4
47,"Batch7:framenr_34_framevid_June12_03.jpeg",99.5,40.5,28.274,"framenr_34_framevid_June12_03",4
48,"Batch7:framenr_34_framevid_June16_02.jpeg",1019.5,738.5,958.186,"framenr_34_framevid_June16_02",153
49,"Batch7:framenr_34_framevid_June16_07.jpeg",1071.5,555.5,1266.062,"framenr_34_framevid_June16_07",202
50,"Batch7:framenr_34_framevid_June16_20.jpeg",974,546,1036.726,"framenr_34_framevid_June16_20",165
1,"Batch8:framenr_35_framevid_June09_01.jpeg",1036.5,530.5,1196.947,"framenr_35_framevid_June09_01",191
2,"Batch8:framenr_35_framevid_June09_02.jpeg",681,548,1564.513,"framenr_35_framevid_June09_02",249
3,"Batch8:framenr_35_framevid_June09_03.jpeg",1030.5,665.5,1159.248,"framenr_35_framevid_June09_03",185
4,"Batch8:framenr_35_framevid_June12_01.jpeg",1144,609,923.628,"framenr_35_framevid_June12_01",147
5,"Batch8:framenr_35_framevid_June12_02.jpeg",75.5,28.5,9.425,"framenr_35_framevid_June12_02",2
6,"Batch8:framenr_35_framevid_June12_03.jpeg",75.5,28.5,9.425,"framenr_35_framevid_June12_03",2
7,"Batch8:framenr_35_framevid_June16_02.jpeg",1032.5,746.5,989.602,"framenr_35_framevid_June16_02",158
8,"Batch8:framenr_35_framevid_June16_07.jpeg",1083.5,552.5,1310.044,"framenr_35_framevid_June16_07",208
9,"Batch8:framenr_35_framevid_June16_20.jpeg",981.5,550.5,1077.566,"framenr_35_framevid_June16_20",171
10,"Batch8:framenr_36_framevid_June09_01.jpeg",1022.5,554.5,1159.248,"framenr_36_framevid_June09_01",185
11,"Batch8:framenr_36_framevid_June09_02.jpeg",678.5,551.5,1529.956,"framenr_36_framevid_June09_02",244
12,"Batch8:framenr_36_framevid_June09_03.jpeg",1045,662,1124.69,"framenr_36_framevid_June09_03",179
13,"Batch8:framenr_36_framevid_June12_01.jpeg",1145.5,604.5,882.788,"framenr_36_framevid_June12_01",141
14,"Batch8:framenr_36_framevid_June12_02.jpeg",101.5,40.5,28.274,"framenr_36_framevid_June12_02",4
15,"Batch8:framenr_36_framevid_June12_03.jpeg",101.5,40.5,28.274,"framenr_36_framevid_June12_03",4
16,"Batch8:framenr_36_framevid_June16_02.jpeg",1032.5,749.5,964.469,"framenr_36_framevid_June16_02",154
17,"Batch8:framenr_36_framevid_June16_07.jpeg",1077,556,1281.77,"framenr_36_framevid_June16_07",204
18,"Batch8:framenr_36_framevid_June16_20.jpeg",980.5,537.5,1127.832,"framenr_36_framevid_June16_20",180
19,"Batch8:framenr_37_framevid_June09_01.jpeg",1007,540,1130.973,"framenr_37_framevid_June09_01",180
20,"Batch8:framenr_37_framevid_June09_02.jpeg",671,553,1495.398,"framenr_37_framevid_June09_02",238
21,"Batch8:framenr_37_framevid_June09_03.jpeg",1048,673,1181.239,"framenr_37_framevid_June09_03",188
22,"Batch8:framenr_37_framevid_June12_01.jpeg",1158.5,607.5,920.487,"framenr_37_framevid_June12_01",147
23,"Batch8:framenr_37_framevid_June12_02.jpeg",97.5,39.5,28.274,"framenr_37_framevid_June12_02",4
24,"Batch8:framenr_37_framevid_June12_03.jpeg",97.5,39.5,28.274,"framenr_37_framevid_June12_03",4
25,"Batch8:framenr_37_framevid_June16_02.jpeg",1020.5,745.5,907.92,"framenr_37_framevid_June16_02",144
26,"Batch8:framenr_37_framevid_June16_07.jpeg",1069,566,1225.221,"framenr_37_framevid_June16_07",195
27,"Batch8:framenr_37_framevid_June16_20.jpeg",974,559,1005.31,"framenr_37_framevid_June16_20",160
28,"Batch8:framenr_38_framevid_June09_01.jpeg",986.5,536.5,1127.832,"framenr_38_framevid_June09_01",180
29,"Batch8:framenr_38_framevid_June09_02.jpeg",686.5,532.5,1561.372,"framenr_38_framevid_June09_02",249
30,"Batch8:framenr_38_framevid_June09_03.jpeg",1055,665,1174.956,"framenr_38_framevid_June09_03",187
31,"Batch8:framenr_38_framevid_June12_01.jpeg",1164.5,588.5,882.788,"framenr_38_framevid_June12_01",141
32,"Batch8:framenr_38_framevid_June12_02.jpeg",113.5,36.5,40.841,"framenr_38_framevid_June12_02",7
33,"Batch8:framenr_38_framevid_June12_03.jpeg",113.5,36.5,40.841,"framenr_38_framevid_June12_03",7
34,"Batch8:framenr_38_framevid_June16_02.jpeg",1025,718,923.628,"framenr_38_framevid_June16_02",147
35,"Batch8:framenr_38_framevid_June16_07.jpeg",1077.5,551.5,1297.478,"framenr_38_framevid_June16_07",207
36,"Batch8:framenr_38_framevid_June16_20.jpeg",976.5,552.5,1058.717,"framenr_38_framevid_June16_20",169
37,"Batch8:framenr_39_framevid_June09_01.jpeg",981.5,536.5,1090.133,"framenr_39_framevid_June09_01",174
38,"Batch8:framenr_39_framevid_June09_02.jpeg",675,548,1507.964,"framenr_39_framevid_June09_02",240
39,"Batch8:framenr_39_framevid_June09_03.jpeg",1054,677,1112.124,"framenr_39_framevid_June09_03",177
40,"Batch8:framenr_39_framevid_June12_01.jpeg",1153,586,785.398,"framenr_39_framevid_June12_01",125
41,"Batch8:framenr_39_framevid_June12_02.jpeg",102.5,50.5,15.708,"framenr_39_framevid_June12_02",3
42,"Batch8:framenr_39_framevid_June12_03.jpeg",102.5,50.5,15.708,"framenr_39_framevid_June12_03",3
43,"Batch8:framenr_39_framevid_June16_02.jpeg",1038.5,688.5,983.319,"framenr_39_framevid_June16_02",157
44,"Batch8:framenr_39_framevid_June16_07.jpeg",1070,554,1250.354,"framenr_39_framevid_June16_07",199
45,"Batch8:framenr_39_framevid_June16_20.jpeg",983.5,546.5,1115.265,"framenr_39_framevid_June16_20",177
46,"Batch8:framenr_40_framevid_June09_01.jpeg",981.5,533.5,1065,"framenr_40_framevid_June09_01",170
47,"Batch8:framenr_40_framevid_June09_02.jpeg",673,548,1507.964,"framenr_40_framevid_June09_02",240
48,"Batch8:framenr_40_framevid_June09_03.jpeg",1045,663,1130.973,"framenr_40_framevid_June09_03",180
49,"Batch8:framenr_40_framevid_June12_01.jpeg",1174.5,590.5,832.522,"framenr_40_framevid_June12_01",132
50,"Batch8:framenr_40_framevid_June12_02.jpeg",85,56,50.265,"framenr_40_framevid_June12_02",8
1,"Batch9:framenr_40_framevid_June12_03.jpeg",68,36,50.265,"framenr_40_framevid_June12_03",8
2,"Batch9:framenr_40_framevid_June16_02.jpeg",1035.5,686.5,1008.451,"framenr_40_framevid_June16_02",160
3,"Batch9:framenr_40_framevid_June16_07.jpeg",1079.5,554.5,1272.345,"framenr_40_framevid_June16_07",202
4,"Batch9:framenr_40_framevid_June16_20.jpeg",967.5,559.5,1033.584,"framenr_40_framevid_June16_20",165
5,"Batch9:framenr_41_framevid_June09_01.jpeg",982.5,535.5,1039.867,"framenr_41_framevid_June09_01",165
6,"Batch9:framenr_41_framevid_June09_02.jpeg",684.5,550.5,1567.655,"framenr_41_framevid_June09_02",250
7,"Batch9:framenr_41_framevid_June09_03.jpeg",1032.5,654.5,1171.814,"framenr_41_framevid_June09_03",186
8,"Batch9:framenr_41_framevid_June12_01.jpeg",1180,589,823.097,"framenr_41_framevid_June12_01",131
9,"Batch9:framenr_41_framevid_June12_02.jpeg",107.5,25.5,59.69,"framenr_41_framevid_June12_02",9
10,"Batch9:framenr_41_framevid_June12_03.jpeg",107.5,25.5,59.69,"framenr_41_framevid_June12_03",9
11,"Batch9:framenr_41_framevid_June16_02.jpeg",1055.5,693.5,1083.849,"framenr_41_framevid_June16_02",172
12,"Batch9:framenr_41_framevid_June16_07.jpeg",1059.5,560.5,1222.08,"framenr_41_framevid_June16_07",195
13,"Batch9:framenr_41_framevid_June16_20.jpeg",966.5,557.5,1046.15,"framenr_41_framevid_June16_20",166
14,"Batch9:framenr_42_framevid_June09_01.jpeg",981,533,1049.292,"framenr_42_framevid_June09_01",167
15,"Batch9:framenr_42_framevid_June09_02.jpeg",675,575,1489.115,"framenr_42_framevid_June09_02",237
16,"Batch9:framenr_42_framevid_June09_03.jpeg",1009,643,1156.106,"framenr_42_framevid_June09_03",184
17,"Batch9:framenr_42_framevid_June12_01.jpeg",1183,572,797.965,"framenr_42_framevid_June12_01",127
18,"Batch9:framenr_42_framevid_June12_02.jpeg",97,50,50.265,"framenr_42_framevid_June12_02",8
19,"Batch9:framenr_42_framevid_June12_03.jpeg",97,50,50.265,"framenr_42_framevid_June12_03",8
20,"Batch9:framenr_42_framevid_June16_02.jpeg",1072.5,706.5,1096.416,"framenr_42_framevid_June16_02",175
21,"Batch9:framenr_42_framevid_June16_07.jpeg",1068.5,558.5,1266.062,"framenr_42_framevid_June16_07",202
22,"Batch9:framenr_42_framevid_June16_20.jpeg",965.5,546.5,1071.283,"framenr_42_framevid_June16_20",170
23,"Batch9:framenr_43_framevid_June09_01.jpeg",966.5,551.5,1140.398,"framenr_43_framevid_June09_01",181
24,"Batch9:framenr_43_framevid_June09_02.jpeg",676,583,1507.964,"framenr_43_framevid_June09_02",240
25,"Batch9:framenr_43_framevid_June09_03.jpeg",986,623,1193.805,"framenr_43_framevid_June09_03",190
26,"Batch9:framenr_43_framevid_June12_01.jpeg",1211,572,980.177,"framenr_43_framevid_June12_01",156
27,"Batch9:framenr_43_framevid_June12_02.jpeg",74,54,43.982,"framenr_43_framevid_June12_02",7
28,"Batch9:framenr_43_framevid_June12_03.jpeg",74,54,43.982,"framenr_43_framevid_June12_03",7
29,"Batch9:framenr_43_framevid_June16_02.jpeg",1062,724,1017.876,"framenr_43_framevid_June16_02",162
30,"Batch9:framenr_43_framevid_June16_07.jpeg",1067.5,558.5,1266.062,"framenr_43_framevid_June16_07",202
31,"Batch9:framenr_43_framevid_June16_20.jpeg",972,538,1137.257,"framenr_43_framevid_June16_20",181
32,"Batch9:framenr_44_framevid_June09_01.jpeg",969.5,546.5,1102.699,"framenr_44_framevid_June09_01",175
33,"Batch9:framenr_44_framevid_June09_02.jpeg",676,579,1551.947,"framenr_44_framevid_June09_02",247
34,"Batch9:framenr_44_framevid_June09_03.jpeg",966,629,1294.336,"framenr_44_framevid_June09_03",206
35,"Batch9:framenr_44_framevid_June12_01.jpeg",1210.5,556.5,989.602,"framenr_44_framevid_June12_01",158
36,"Batch9:framenr_44_framevid_June12_02.jpeg",76.5,47.5,53.407,"framenr_44_framevid_June12_02",8
37,"Batch9:framenr_44_framevid_June12_03.jpeg",76.5,47.5,53.407,"framenr_44_framevid_June12_03",8
38,"Batch9:framenr_44_framevid_June16_02.jpeg",1069.5,744.5,1008.451,"framenr_44_framevid_June16_02",160
39,"Batch9:framenr_44_framevid_June16_07.jpeg",1054,569,1206.372,"framenr_44_framevid_June16_07",192
40,"Batch9:framenr_44_framevid_June16_20.jpeg",968,556,1036.726,"framenr_44_framevid_June16_20",165
41,"Batch9:framenr_45_framevid_June09_01.jpeg",973,557,1118.407,"framenr_45_framevid_June09_01",178
42,"Batch9:framenr_45_framevid_June09_02.jpeg",681.5,576.5,1592.787,"framenr_45_framevid_June09_02",253
43,"Batch9:framenr_45_framevid_June09_03.jpeg",901.5,611.5,1278.628,"framenr_45_framevid_June09_03",203
44,"Batch9:framenr_45_framevid_June12_01.jpeg",1229,573,1105.841,"framenr_45_framevid_June12_01",176
45,"Batch9:framenr_45_framevid_June12_02.jpeg",74.5,56.5,59.69,"framenr_45_framevid_June12_02",9
46,"Batch9:framenr_45_framevid_June12_03.jpeg",74.5,56.5,59.69,"framenr_45_framevid_June12_03",9
47,"Batch9:framenr_45_framevid_June16_02.jpeg",1066.5,741.5,989.602,"framenr_45_framevid_June16_02",158
48,"Batch9:framenr_45_framevid_June16_07.jpeg",1050,569,1206.372,"framenr_45_framevid_June16_07",192
49,"Batch9:framenr_45_framevid_June16_20.jpeg",971.5,529.5,1171.814,"framenr_45_framevid_June16_20",186
50,"Batch9:framenr_46_framevid_June09_01.jpeg",988.5,552.5,1033.584,"framenr_46_framevid_June09_01",165
1,"Batch16:framenr_86_framevid_June16_07.jpeg",1084,517,1174.956,"framenr_86_framevid_June16_07",187
2,"Batch16:framenr_86_framevid_June16_20.jpeg",879.5,531.5,1517.389,"framenr_86_framevid_June16_20",241
3,"Batch16:framenr_87_framevid_June09_01.jpeg",962.5,631.5,1052.434,"framenr_87_framevid_June09_01",168
4,"Batch16:framenr_87_framevid_June09_02.jpeg",802.5,563.5,1259.779,"framenr_87_framevid_June09_02",201
5,"Batch16:framenr_87_framevid_June12_02.jpeg",128,66,18.85,"framenr_87_framevid_June12_02",3
6,"Batch16:framenr_87_framevid_June12_03.jpeg",112.5,70.5,28.274,"framenr_87_framevid_June12_03",4
7,"Batch16:framenr_87_framevid_June16_02.jpeg",1037,598,1024.159,"framenr_87_framevid_June16_02",163
8,"Batch16:framenr_87_framevid_June16_07.jpeg",1093,497,1306.903,"framenr_87_framevid_June16_07",208
9,"Batch16:framenr_87_framevid_June16_20.jpeg",885.5,530.5,1573.938,"framenr_87_framevid_June16_20",251
10,"Batch16:framenr_88_framevid_June09_01.jpeg",975,637,955.044,"framenr_88_framevid_June09_01",152
11,"Batch16:framenr_88_framevid_June09_02.jpeg",776.5,534.5,1297.478,"framenr_88_framevid_June09_02",207
12,"Batch16:framenr_88_framevid_June12_02.jpeg",101.5,45.5,28.274,"framenr_88_framevid_June12_02",4
13,"Batch16:framenr_88_framevid_June12_03.jpeg",101.5,45.5,28.274,"framenr_88_framevid_June12_03",4
14,"Batch16:framenr_88_framevid_June16_02.jpeg",1045,620,999.026,"framenr_88_framevid_June16_02",159
15,"Batch16:framenr_88_framevid_June16_07.jpeg",1068,514,1156.106,"framenr_88_framevid_June16_07",184
16,"Batch16:framenr_88_framevid_June16_20.jpeg",895.5,560.5,1485.973,"framenr_88_framevid_June16_20",236
17,"Batch16:framenr_89_framevid_June09_01.jpeg",970,613,1043.009,"framenr_89_framevid_June09_01",166
18,"Batch16:framenr_89_framevid_June09_02.jpeg",123.5,54.5,21.991,"framenr_89_framevid_June09_02",3
19,"Batch16:framenr_89_framevid_June12_02.jpeg",104,72,31.416,"framenr_89_framevid_June12_02",5
20,"Batch16:framenr_89_framevid_June12_03.jpeg",104,72,31.416,"framenr_89_framevid_June12_03",5
21,"Batch16:framenr_89_framevid_June16_02.jpeg",1041.5,615.5,964.469,"framenr_89_framevid_June16_02",154
22,"Batch16:framenr_89_framevid_June16_07.jpeg",1065,507,1193.805,"framenr_89_framevid_June16_07",190
23,"Batch16:framenr_89_framevid_June16_20.jpeg",924.5,562.5,1485.973,"framenr_89_framevid_June16_20",236
24,"Batch16:framenr_90_framevid_June09_01.jpeg",968.5,618.5,1027.301,"framenr_90_framevid_June09_01",164
25,"Batch16:framenr_90_framevid_June09_02.jpeg",758,596,1168.672,"framenr_90_framevid_June09_02",186
26,"Batch16:framenr_90_framevid_June12_02.jpeg",140,67,37.699,"framenr_90_framevid_June12_02",6
27,"Batch16:framenr_90_framevid_June12_03.jpeg",140,67,37.699,"framenr_90_framevid_June12_03",6
28,"Batch16:framenr_90_framevid_June16_02.jpeg",1048.5,620.5,964.469,"framenr_90_framevid_June16_02",154
29,"Batch16:framenr_90_framevid_June16_07.jpeg",1057.5,521.5,1134.115,"framenr_90_framevid_June16_07",181
30,"Batch16:framenr_90_framevid_June16_20.jpeg",930.5,577.5,1448.274,"framenr_90_framevid_June16_20",230
31,"Batch16:framenr_91_framevid_June09_01.jpeg",973.5,606.5,1052.434,"framenr_91_framevid_June09_01",168
32,"Batch16:framenr_91_framevid_June09_02.jpeg",777,607,1244.071,"framenr_91_framevid_June09_02",198
33,"Batch16:framenr_91_framevid_June12_02.jpeg",1157.5,542.5,1347.743,"framenr_91_framevid_June12_02",214
34,"Batch16:framenr_91_framevid_June12_03.jpeg",130,120,56.549,"framenr_91_framevid_June12_03",9
35,"Batch16:framenr_91_framevid_June16_02.jpeg",1047.5,625.5,951.903,"framenr_91_framevid_June16_02",152
36,"Batch16:framenr_91_framevid_June16_07.jpeg",1057,499,1206.372,"framenr_91_framevid_June16_07",192
37,"Batch16:framenr_91_framevid_June16_20.jpeg",924,581,1413.717,"framenr_91_framevid_June16_20",225
38,"Batch16:framenr_92_framevid_June09_01.jpeg",984.5,603.5,983.319,"framenr_92_framevid_June09_01",157
39,"Batch16:framenr_92_framevid_June09_02.jpeg",149,96,12.566,"framenr_92_framevid_June09_02",2
40,"Batch16:framenr_92_framevid_June12_02.jpeg",1147,576,1350.885,"framenr_92_framevid_June12_02",215
41,"Batch16:framenr_92_framevid_June12_03.jpeg",154.5,136.5,34.558,"framenr_92_framevid_June12_03",6
42,"Batch16:framenr_92_framevid_June16_02.jpeg",1049.5,625.5,933.053,"framenr_92_framevid_June16_02",148
43,"Batch16:framenr_92_framevid_June16_07.jpeg",1060,488,1281.77,"framenr_92_framevid_June16_07",204
44,"Batch16:framenr_92_framevid_June16_20.jpeg",924,571,1369.734,"framenr_92_framevid_June16_20",218
45,"Batch16:framenr_93_framevid_June09_01.jpeg",970.5,604.5,1039.867,"framenr_93_framevid_June09_01",165
46,"Batch16:framenr_93_framevid_June09_02.jpeg",130.5,72.5,34.558,"framenr_93_framevid_June09_02",6
47,"Batch16:framenr_93_framevid_June12_02.jpeg",1139,589,1319.469,"framenr_93_framevid_June12_02",210
48,"Batch16:framenr_93_framevid_June12_03.jpeg",201.5,157.5,15.708,"framenr_93_framevid_June12_03",3
49,"Batch16:framenr_93_framevid_June16_02.jpeg",1041,625,911.062,"framenr_93_framevid_June16_02",145
50,"Batch16:framenr_93_framevid_June16_07.jpeg",1054.5,496.5,1259.779,"framenr_93_framevid_June16_07",201
1,"Batch17:framenr_93_framevid_June16_20.jpeg",908,579,1244.071,"framenr_93_framevid_June16_20",198
2,"Batch17:framenr_94_framevid_June09_01.jpeg",981.5,615.5,939.336,"framenr_94_framevid_June09_01",149
3,"Batch17:framenr_94_framevid_June09_02.jpeg",124.5,86.5,16.343,"framenr_94_framevid_June09_02",3
4,"Batch17:framenr_94_framevid_June12_02.jpeg",1157.5,576.5,1303.761,"framenr_94_framevid_June12_02",208
5,"Batch17:framenr_94_framevid_June12_03.jpeg",900,789,986.46,"framenr_94_framevid_June12_03",157
6,"Batch17:framenr_94_framevid_June16_02.jpeg",1043,629,923.628,"framenr_94_framevid_June16_02",147
7,"Batch17:framenr_94_framevid_June16_07.jpeg",1042.5,517.5,1102.699,"framenr_94_framevid_June16_07",175
